1 7.972609
2 4.063905
3 2.825396
4 2.188442
5 1.838208
6 1.622429
7 1.480446
8 1.408523
9 1.355879
10 1.275047
11 1.216767
12 1.184407
13 1.136358
14 1.078941
15 1.024242
16 0.983346
17 0.935595
18 0.922201
19 0.852291
20 0.817667
21 0.787888
22 0.781327
23 0.766978
24 0.759933
